Genus,Scientific_name,GenerationLength_d
Ateles,Ateles belzebuth,5475
Enhydra,Enhydra lutris,5475
Orcaella,Orcaella brevirostris,5475
Delphinapterus,Delphinapterus leucas,5659.8752
Tachyglossus,Tachyglossus aculeatus,5687.0204
Neophocaena,Neophocaena phocaenoides,5840
Hyperoodon,Hyperoodon ampullatus,6460.5
Pagophilus,Pagophilus groenlandicus,6570
Lagenorhynchus,Lagenorhynchus obliquidens,6687.11855
Pusa,Pusa hispida,6803.8094
Phoca,Phoca largha,6935
Pseudorca,Pseudorca crassidens,7242.6075
Trichechus,Trichechus inunguis,7300
Trichechus,Trichechus manatus,7300
Dicerorhinus,Dicerorhinus sumatrensis,7300
Pusa,Pusa sibirica,7898.81575
Stenella,Stenella coeruleoalba,7926.62525
Balaenoptera,Balaenoptera acutorostrata,8030
Megaptera,Megaptera novaeangliae,8030
Peponocephala,Peponocephala electra,8245.925
Stenella,Stenella attenuata,8395
Balaenoptera,Balaenoptera borealis,8504.5
Globicephala,Globicephala macrorhynchus,8650.5
Globicephala,Globicephala melas,8760
Monodon,Monodon monoceros,8760
Balaenoptera,Balaenoptera physalus,9490
Berardius,Berardius bairdii,9855
Physeter,Physeter macrocephalus,9964.5
Balaenoptera,Balaenoptera edeni,10042.4483
Dugong,Dugong dugon,10246.2396
Eschrichtius,Eschrichtius robustus,10444.3345
Balaenoptera,Balaenoptera musculus,11315
Balaena,Balaena mysticetus,18980
Eligmodontia,Eligmodontia morgani,147.5856
Eligmodontia,Eligmodontia moreni,147.5856
Eligmodontia,Eligmodontia puerulus,147.5856
Reithrodontomys,Reithrodontomys montanus,202.795
Reithrodontomys,Reithrodontomys raviventris,202.795
Reithrodontomys,Reithrodontomys zacatecae,202.795
Reithrodontomys,Reithrodontomys fulvescens,202.795
Reithrodontomys,Reithrodontomys gracilis,202.795
Reithrodontomys,Reithrodontomys brevirostris,202.795
Reithrodontomys,Reithrodontomys darienensis,202.795
Reithrodontomys,Reithrodontomys mexicanus,202.795
Reithrodontomys,Reithrodontomys paradoxus,202.795
Reithrodontomys,Reithrodontomys bakeri,202.795
Reithrodontomys,Reithrodontomys chrysopsis,202.795
Reithrodontomys,Reithrodontomys sumichrasti,202.795
Reithrodontomys,Reithrodontomys burti,202.795
Reithrodontomys,Reithrodontomys hirsutus,202.795
Reithrodontomys,Reithrodontomys microdon,202.795
Reithrodontomys,Reithrodontomys tenuirostris,202.795
Reithrodontomys,Reithrodontomys spectabilis,202.795
Reithrodontomys,Reithrodontomys creper,202.795
Reithrodontomys,Reithrodontomys rodriguezi,202.795
Lemmus,Lemmus amurensis,308.1925
Lemmus,Lemmus sibiricus,308.1925
Lemmus,Lemmus portenkoi,308.1925
Lemmus,Lemmus trimucronatus,308.1925
Oryzomys,Oryzomys dimidiatus,318.75155
Oryzomys,Oryzomys curasoae,318.75155
Oryzomys,Oryzomys gorgasi,318.75155
Oryzomys,Oryzomys couesi,318.75155
Cryptotis,Cryptotis squamipes,330.7472
Cryptotis,Cryptotis montivaga,330.7472
Cryptotis,Cryptotis thomasi,330.7472
Cryptotis,Cryptotis meridensis,330.7472
Cryptotis,Cryptotis medellinia,330.7472
Cryptotis,Cryptotis merriami,330.7472
Cryptotis,Cryptotis mayensis,330.7472
Cryptotis,Cryptotis goldmani,330.7472
Cryptotis,Cryptotis obscura,330.7472
Cryptotis,Cryptotis magna,330.7472
Cryptotis,Cryptotis goodwini,330.7472
Cryptotis,Cryptotis mexicana,330.7472
Cryptotis,Cryptotis gracilis,330.7472
Cryptotis,Cryptotis equatoris,330.7472
Cryptotis,Cryptotis endersi,330.7472
Cryptotis,Cryptotis nelsoni,330.7472
Cryptotis,Cryptotis mera,330.7472
Cryptotis,Cryptotis phillipsii,330.7472
Cryptotis,Cryptotis nigrescens,330.7472
Cryptotis,Cryptotis hondurensis,330.7472
Cryptotis,Cryptotis peregrina,330.7472
Cryptotis,Cryptotis peruviensis,330.7472
Cryptotis,Cryptotis brachyonyx,330.7472
Cryptotis,Cryptotis tropicalis,330.7472
Cryptotis,Cryptotis tamensis,330.7472
Cryptotis,Cryptotis alticola,330.7472
Cryptotis,Cryptotis colombiana,330.7472
Cryptotis,Cryptotis orophila,330.7472
Cryptotis,Cryptotis griseoventris,330.7472
Sorex,Sorex raddei,332.82975
Sorex,Sorex pacificus,332.82975
Sorex,Sorex isodon,332.82975
Sorex,Sorex roboratus,332.82975
Sorex,Sorex alaskanus,332.82975
Sorex,Sorex mirabilis,332.82975
Sorex,Sorex bendirii,332.82975
Sorex,Sorex volnuchini,332.82975
Blarina,Blarina carolinensis,339.884375
Suncus,Suncus ater,363.52745
Suncus,Suncus hosei,363.52745
Suncus,Suncus montanus,363.52745
Suncus,Suncus zeylanicus,363.52745
Microtus,Microtus daghestanicus,373.6238021
Microtus,Microtus subterraneus,373.6238021
Microtus,Microtus majori,373.6238021
Microtus,Microtus savii,373.6238021
Microtus,Microtus brachycercus,373.6238021
Microtus,Microtus gerbei,373.6238021
Microtus,Microtus duodecimcostatus,373.6238021
Microtus,Microtus thomasi,373.6238021
Microtus,Microtus multiplex,373.6238021
Microtus,Microtus bavaricus,373.6238021
Microtus,Microtus liechtensteini,373.6238021
Microtus,Microtus middendorffii,373.6238021
Microtus,Microtus mongolicus,373.6238021
Microtus,Microtus lusitanicus,373.6238021
Microtus,Microtus montebelli,373.6238021
Microtus,Microtus canicaudus,373.6238021
Microtus,Microtus mexicanus,373.6238021
Microtus,Microtus levis,373.6238021
Microtus,Microtus oaxacensis,373.6238021
Microtus,Microtus maximowiczii,373.6238021
Microtus,Microtus transcaspicus,373.6238021
Microtus,Microtus chrotorrhinus,373.6238021
Microtus,Microtus evoronensis,373.6238021
Microtus,Microtus hyperboreus,373.6238021
Microtus,Microtus irani,373.6238021
Microtus,Microtus mujanensis,373.6238021
Microtus,Microtus nasarovi,373.6238021
Microtus,Microtus felteni,373.6238021
Microtus,Microtus anatolicus,373.6238021
Microtus,Microtus dogramacii,373.6238021
Microtus,Microtus qazvinensis,373.6238021
Microtus,Microtus quasiater,373.6238021
Microtus,Microtus tatricus,373.6238021
Microtus,Microtus miurus,373.6238021
Microtus,Microtus guatemalensis,373.6238021
Microtus,Microtus umbrosus,373.6238021
Microtus,Microtus montanus,373.6238021
Microtus,Microtus longicaudus,373.6238021
Microtus,Microtus ilaeus,373.6238021
Microtus,Microtus schelkovnikovi,373.6238021
Microtus,Microtus clarkei,373.6238021
Microtus,Microtus paradoxus,373.6238021
Microtus,Microtus schidlovskii,373.6238021
Microtus,Microtus kikuchii,373.6238021
Microtus,Microtus gregalis,373.6238021
Microtus,Microtus socialis,373.6238021
Microtus,Microtus sachalinensis,373.6238021
Microtus,Microtus limnophilus,373.6238021
Microtus,Microtus townsendii,373.6238021
Microtus,Microtus cabrerae,373.6238021
Microtus,Microtus breweri,373.6238021
Microtus,Microtus californicus,373.6238021
Microtus,Microtus fortis,373.6238021
Microtus,Microtus abbreviatus,373.6238021
Microtus,Microtus richardsoni,373.6238021
Microtus,Microtus xanthognathus,373.6238021
Paracrocidura,Paracrocidura graueri,379.2929563
Diplomesodon,Diplomesodon pulchellum,379.2929563
Myosorex,Myosorex schalleri,379.2929563
Myosorex,Myosorex tenuis,379.2929563
Myosorex,Myosorex kihaulei,379.2929563
Myosorex,Myosorex zinki,379.2929563
Myosorex,Myosorex varius,379.2929563
Megasorex,Megasorex gigas,379.2929563
Paracrocidura,Paracrocidura schoutedeni,379.2929563
Myosorex,Myosorex cafer,379.2929563
Blarinella,Blarinella quadraticauda,379.2929563
Myosorex,Myosorex longicaudatus,379.2929563
Sylvisorex,Sylvisorex morio,379.2929563
Blarinella,Blarinella wardi,379.2929563
Soriculus,Soriculus nigrescens,379.2929563
Myosorex,Myosorex rumpii,379.2929563
Myosorex,Myosorex blarina,379.2929563
Anourosorex,Anourosorex schmidi,379.2929563
Sylvisorex,Sylvisorex ollula,379.2929563
Ruwenzorisorex,Ruwenzorisorex suncoides,379.2929563
Chodsigoa,Chodsigoa smithii,379.2929563
Sylvisorex,Sylvisorex lunaris,379.2929563
Anourosorex,Anourosorex squamipes,379.2929563
Anourosorex,Anourosorex assamensis,379.2929563
Surdisorex,Surdisorex norae,379.2929563
Chimarrogale,Chimarrogale styani,379.2929563
Chimarrogale,Chimarrogale sumatrana,379.2929563
Chimarrogale,Chimarrogale phaeura,379.2929563
Chimarrogale,Chimarrogale himalayica,379.2929563
Feroculus,Feroculus feroculus,379.2929563
Chimarrogale,Chimarrogale platycephalus,379.2929563
Nectogale,Nectogale elegans,379.2929563
Chimarrogale,Chimarrogale hantu,379.2929563
Scutisorex,Scutisorex somereni,379.2929563
Baiomys,Baiomys musculus,405.053
Congosorex,Congosorex polli,407.8632542
Congosorex,Congosorex verheyeni,407.8632542
Congosorex,Congosorex phillipsorum,407.8632542
Crocidura,Crocidura levicula,409.171225
Crocidura,Crocidura lusitania,409.171225
Crocidura,Crocidura planiceps,409.171225
Crocidura,Crocidura bottegi,409.171225
Crocidura,Crocidura obscurior,409.171225
Crocidura,Crocidura douceti,409.171225
Crocidura,Crocidura shantungensis,409.171225
Crocidura,Crocidura yankariensis,409.171225
Crocidura,Crocidura attila,409.171225
Crocidura,Crocidura aleksandrisi,409.171225
Crocidura,Crocidura ludia,409.171225
Crocidura,Crocidura horsfieldii,409.171225
Crocidura,Crocidura whitakeri,409.171225
Crocidura,Crocidura fuscomurina,409.171225
Crocidura,Crocidura dolichura,409.171225
Crocidura,Crocidura maquassiensis,409.171225
Crocidura,Crocidura elgonius,409.171225
Crocidura,Crocidura nanilla,409.171225
Crocidura,Crocidura pasha,409.171225
Crocidura,Crocidura watasei,409.171225
Crocidura,Crocidura crenata,409.171225
Crocidura,Crocidura tarfayensis,409.171225
Crocidura,Crocidura lea,409.171225
Crocidura,Crocidura monticola,409.171225
Crocidura,Crocidura gracilipes,409.171225
Crocidura,Crocidura zarudnyi,409.171225
Crocidura,Crocidura sicula,409.171225
Crocidura,Crocidura religiosa,409.171225
Crocidura,Crocidura jacksoni,409.171225
Crocidura,Crocidura silacea,409.171225
Crocidura,Crocidura denti,409.171225
Crocidura,Crocidura allex,409.171225
Crocidura,Crocidura nana,409.171225
Crocidura,Crocidura canariensis,409.171225
Crocidura,Crocidura maxi,409.171225
Crocidura,Crocidura zimmermanni,409.171225
Crocidura,Crocidura crossei,409.171225
Crocidura,Crocidura lanosa,409.171225
Crocidura,Crocidura ansellorum,409.171225
Crocidura,Crocidura baileyi,409.171225
Crocidura,Crocidura congobelgica,409.171225
Crocidura,Crocidura glassi,409.171225
Crocidura,Crocidura latona,409.171225
Crocidura,Crocidura lucina,409.171225
Crocidura,Crocidura manengubae,409.171225
Crocidura,Crocidura phaeura,409.171225
Crocidura,Crocidura stenocephala,409.171225
Crocidura,Crocidura thalia,409.171225
Crocidura,Crocidura thomensis,409.171225
Crocidura,Crocidura beccarii,409.171225
Crocidura,Crocidura hispida,409.171225
Crocidura,Crocidura palawanensis,409.171225
Crocidura,Crocidura bottegoides,409.171225
Crocidura,Crocidura caliginea,409.171225
Crocidura,Crocidura greenwoodi,409.171225
Crocidura,Crocidura harenna,409.171225
Crocidura,Crocidura macmillani,409.171225
Crocidura,Crocidura picea,409.171225
Crocidura,Crocidura serezkyensis,409.171225
Crocidura,Crocidura arabica,409.171225
Crocidura,Crocidura pachyura,409.171225
Crocidura,Crocidura cinderella,409.171225
Crocidura,Crocidura macarthuri,409.171225
Crocidura,Crocidura muricauda,409.171225
Crocidura,Crocidura parvipes,409.171225
Crocidura,Crocidura smithii,409.171225
Crocidura,Crocidura tarella,409.171225
Crocidura,Crocidura voi,409.171225
Crocidura,Crocidura trichura,409.171225
Crocidura,Crocidura vorax,409.171225
Crocidura,Crocidura baluensis,409.171225
Crocidura,Crocidura indochinensis,409.171225
Crocidura,Crocidura paradoxura,409.171225
Crocidura,Crocidura cyanea,409.171225
Crocidura,Crocidura jouvenetae,409.171225
Sorex,Sorex hoyi,422.8845979
Sorex,Sorex minutissimus,422.8845979
Sorex,Sorex nanus,422.8845979
Sorex,Sorex arizonae,422.8845979
Sorex,Sorex preblei,422.8845979
Sorex,Sorex hosonoi,422.8845979
Sorex,Sorex longirostris,422.8845979
Sorex,Sorex haydeni,422.8845979
Sorex,Sorex ugyunak,422.8845979
Sorex,Sorex tenellus,422.8845979
Sorex,Sorex milleri,422.8845979
Sorex,Sorex gracillimus,422.8845979
Sorex,Sorex saussurei,422.8845979
Sorex,Sorex dispar,422.8845979
Sorex,Sorex lyelli,422.8845979
Sorex,Sorex trowbridgii,422.8845979
Sorex,Sorex merriami,422.8845979
Sorex,Sorex shinto,422.8845979
Sorex,Sorex jacksoni,422.8845979
Sorex,Sorex caecutiens,422.8845979
Sorex,Sorex granarius,422.8845979
Sorex,Sorex monticolus,422.8845979
Sorex,Sorex neomexicanus,422.8845979
Sorex,Sorex oreopolus,422.8845979
Sorex,Sorex sclateri,422.8845979
Sorex,Sorex stizodon,422.8845979
Sorex,Sorex emarginatus,422.8845979
Sorex,Sorex ventralis,422.8845979
Sorex,Sorex maritimensis,422.8845979
Sorex,Sorex cansulus,422.8845979
Sorex,Sorex cylindricauda,422.8845979
Sorex,Sorex kozlovi,422.8845979
Sorex,Sorex leucogaster,422.8845979
Sorex,Sorex sinalis,422.8845979
Sorex,Sorex pribilofensis,422.8845979
Sorex,Sorex bedfordiae,422.8845979
Sorex,Sorex camtschatica,422.8845979
Sorex,Sorex planiceps,422.8845979
Sorex,Sorex portenkoi,422.8845979
Sorex,Sorex thibetanus,422.8845979
Sorex,Sorex rohweri,422.8845979
Sorex,Sorex arunchi,422.8845979
Sorex,Sorex ixtlanensis,422.8845979
Sorex,Sorex yukonicus,422.8845979
Sorex,Sorex mediopua,422.8845979
Sorex,Sorex orizabae,422.8845979
Sorex,Sorex veraecrucis,422.8845979
Sorex,Sorex antinorii,422.8845979
Sorex,Sorex veraepacis,422.8845979
Sorex,Sorex excelsus,422.8845979
Sorex,Sorex tundrensis,422.8845979
Sorex,Sorex asper,422.8845979
Sorex,Sorex alpinus,422.8845979
Sorex,Sorex daphaenodon,422.8845979
Sorex,Sorex buchariensis,422.8845979
Sorex,Sorex satunini,422.8845979
Sorex,Sorex samniticus,422.8845979
Sorex,Sorex sonomae,422.8845979
Sorex,Sorex bairdi,422.8845979
Sorex,Sorex macrodon,422.8845979
Sylvisorex,Sylvisorex vulcanorum,426.9101194
Sylvisorex,Sylvisorex johnstoni,426.9101194
Sylvisorex,Sylvisorex granti,426.9101194
Sylvisorex,Sylvisorex howelli,426.9101194
Notiosorex,Notiosorex crawfordi,426.9101194
Notiosorex,Notiosorex cockrumi,426.9101194
Notiosorex,Notiosorex villai,426.9101194
Sylvisorex,Sylvisorex konganensis,426.9101194
Notiosorex,Notiosorex evotis,426.9101194
Chodsigoa,Chodsigoa salenskii,426.9101194
Sylvisorex,Sylvisorex camerunensis,426.9101194
Episoriculus,Episoriculus caudatus,426.9101194
Episoriculus,Episoriculus fumidus,426.9101194
Chodsigoa,Chodsigoa parca,426.9101194
Blarinella,Blarinella griselda,426.9101194
Myosorex,Myosorex eisentrauti,426.9101194
Myosorex,Myosorex okuensis,426.9101194
Myosorex,Myosorex sclateri,426.9101194
Paracrocidura,Paracrocidura maxima,426.9101194
Solisorex,Solisorex pearsoni,426.9101194
Sylvisorex,Sylvisorex isabellae,426.9101194
Chodsigoa,Chodsigoa hypsibia,426.9101194
Chodsigoa,Chodsigoa lamula,426.9101194
Episoriculus,Episoriculus macrurus,426.9101194
Anourosorex,Anourosorex yamashinai,426.9101194
Sylvisorex,Sylvisorex oriundus,426.9101194
Sylvisorex,Sylvisorex pluvialis,426.9101194
Surdisorex,Surdisorex polulus,426.9101194
Myosorex,Myosorex babaulti,426.9101194
Myosorex,Myosorex geata,426.9101194
Episoriculus,Episoriculus leucops,426.9101194
Chodsigoa,Chodsigoa caovansunga,426.9101194
Chodsigoa,Chodsigoa parva,426.9101194
Chodsigoa,Chodsigoa sodalis,426.9101194
Crocidura,Crocidura fulvastra,427.67965
Crocidura,Crocidura buettikoferi,427.67965
Crocidura,Crocidura arispa,427.67965
Crocidura,Crocidura miya,427.67965
Crocidura,Crocidura dsinezumi,427.67965
Crocidura,Crocidura foetida,427.67965
Crocidura,Crocidura hildegardeae,427.67965
Crocidura,Crocidura mariquensis,427.67965
Crocidura,Crocidura beatus,427.67965
Crocidura,Crocidura grayi,427.67965
Crocidura,Crocidura roosevelti,427.67965
Crocidura,Crocidura desperata,427.67965
Crocidura,Crocidura negrina,427.67965
Crocidura,Crocidura xantippe,427.67965
Crocidura,Crocidura somalica,427.67965
Crocidura,Crocidura nigrofusca,427.67965
Crocidura,Crocidura polia,427.67965
Crocidura,Crocidura selina,427.67965
Crocidura,Crocidura armenica,427.67965
Crocidura,Crocidura floweri,427.67965
Crocidura,Crocidura grandis,427.67965
Crocidura,Crocidura mindorus,427.67965
Crocidura,Crocidura pergrisea,427.67965
Crocidura,Crocidura susiana,427.67965
Crocidura,Crocidura tenuis,427.67965
Crocidura,Crocidura erica,427.67965
Crocidura,Crocidura fischeri,427.67965
Crocidura,Crocidura macowi,427.67965
Crocidura,Crocidura pitmani,427.67965
Crocidura,Crocidura gmelini,427.67965
Crocidura,Crocidura pullata,427.67965
Crocidura,Crocidura zaphiri,427.67965
Crocidura,Crocidura hilliana,427.67965
Crocidura,Crocidura wuchihensis,427.67965
Crocidura,Crocidura caspica,427.67965
Crocidura,Crocidura vosmaeri,427.67965
Crocidura,Crocidura hikmiya,427.67965
Crocidura,Crocidura virgata,427.67965
Crocidura,Crocidura katinka,427.67965
Crocidura,Crocidura musseri,427.67965
Crocidura,Crocidura ramona,427.67965
Crocidura,Crocidura hutanis,427.67965
Crocidura,Crocidura rapax,427.67965
Crocidura,Crocidura dhofarensis,427.67965
Crocidura,Crocidura usambarae,427.67965
Crocidura,Crocidura fuliginosa,427.67965
Crocidura,Crocidura tansaniana,427.67965
Crocidura,Crocidura malayana,427.67965
Crocidura,Crocidura orientalis,427.67965
Crocidura,Crocidura brunnea,427.67965
Crocidura,Crocidura negligens,427.67965
Crocidura,Crocidura lepidura,427.67965
Crocidura,Crocidura jenkinsi,427.67965
Crocidura,Crocidura nigripes,427.67965
Crocidura,Crocidura grassei,427.67965
Crocidura,Crocidura telfordi,427.67965
Crocidura,Crocidura kivuana,427.67965
Crocidura,Crocidura eisentrauti,427.67965
Crocidura,Crocidura luna,427.67965
Crocidura,Crocidura maurisca,427.67965
Crocidura,Crocidura rhoditis,427.67965
Crocidura,Crocidura attenuata,427.67965
Crocidura,Crocidura orii,427.67965
Crocidura,Crocidura raineyi,427.67965
Crocidura,Crocidura fumosa,427.67965
Crocidura,Crocidura zimmeri,427.67965
Crocidura,Crocidura montis,427.67965
Crocidura,Crocidura turba,427.67965
Crocidura,Crocidura tanakae,427.67965
Crocidura,Crocidura lasiura,427.67965
Crocidura,Crocidura nimbae,427.67965
Crocidura,Crocidura hirta,427.67965
Crocidura,Crocidura monax,427.67965
Crocidura,Crocidura ultima,427.67965
Crocidura,Crocidura niobe,427.67965
Crocidura,Crocidura batesi,427.67965
Crocidura,Crocidura viaria,427.67965
Crocidura,Crocidura poensis,427.67965
Crocidura,Crocidura theresae,427.67965
Crocidura,Crocidura elongata,427.67965
Crocidura,Crocidura littoralis,427.67965
Crocidura,Crocidura longipes,427.67965
Crocidura,Crocidura nigricans,427.67965
Crocidura,Crocidura lamottei,427.67965
Crocidura,Crocidura andamanensis,427.67965
Crocidura,Crocidura foxi,427.67965
Crocidura,Crocidura grandiceps,427.67965
Crocidura,Crocidura nigeriae,427.67965
Crocidura,Crocidura wimmeri,427.67965
Crocidura,Crocidura mutesae,427.67965
Crocidura,Crocidura nicobarica,427.67965
Crocidura,Crocidura flavescens,427.67965
Crocidura,Crocidura olivieri,427.67965
Crocidura,Crocidura sibirica,427.67965
Crocidura,Crocidura goliath,427.67965
Myodes,Myodes californicus,433.3599222
Myodes,Myodes rutilus,433.3599222
Myodes,Myodes centralis,433.3599222
Myodes,Myodes rufocanus,433.3599222
Myodes,Myodes regulus,433.3599222
Myodes,Myodes shanseius,433.3599222
Myodes,Myodes andersoni,433.3599222
Myodes,Myodes rex,433.3599222
Mus,Mus orangiae,435.665
Mus,Mus indutus,435.665
Mus,Mus baoulei,435.665
Mus,Mus setzeri,435.665
Mus,Mus musculoides,435.665
Mus,Mus haussa,435.665
Mus,Mus bufo,435.665
Mus,Mus terricolor,435.665
Dicrostonyx,Dicrostonyx nunatakensis,436.1317
Dicrostonyx,Dicrostonyx nelsoni,436.1317
Dicrostonyx,Dicrostonyx richardsoni,436.1317
Dicrostonyx,Dicrostonyx hudsonius,436.1317
Dicrostonyx,Dicrostonyx vinogradovi,436.1317
Dicrostonyx,Dicrostonyx unalascensis,436.1317
Thallomys,Thallomys nigricauda,446.445
Thallomys,Thallomys loringi,446.445
Thallomys,Thallomys shortridgei,446.445
Neomys,Neomys teres,448.85415
Saccostomus,Saccostomus mearnsi,454.5125
Ningaui,Ningaui yvonneae,462.87905
Ningaui,Ningaui timealeyi,462.87905
Chiropodomys,Chiropodomys calamianensis,467.01615
Chiropodomys,Chiropodomys major,467.01615
Chiropodomys,Chiropodomys muroides,467.01615
Chiropodomys,Chiropodomys pusillus,467.01615
Chiropodomys,Chiropodomys karlkoopmani,467.01615
Hylaeamys,Hylaeamys perenensis,470.3622
Hylaeamys,Hylaeamys laticeps,470.3622
Hylaeamys,Hylaeamys oniscus,470.3622
Hylaeamys,Hylaeamys tatei,470.3622
Hylaeamys,Hylaeamys acritus,470.3622
Hylaeamys,Hylaeamys yunganus,470.3622
Lemniscomys,Lemniscomys barbarus,476.46485
Lemniscomys,Lemniscomys macculus,476.46485
Lemniscomys,Lemniscomys zebra,476.46485
Lemniscomys,Lemniscomys linulus,476.46485
Lemniscomys,Lemniscomys bellieri,476.46485
Lemniscomys,Lemniscomys hoogstraali,476.46485
Lemniscomys,Lemniscomys roseveari,476.46485
Lemniscomys,Lemniscomys mittendorfi,476.46485
Lemniscomys,Lemniscomys rosalia,476.46485
Lemniscomys,Lemniscomys griselda,476.46485
Galea,Galea monasteriensis,504.2578
Galea,Galea flavidens,504.2578
Rattus,Rattus niobe,534.7590667
Rattus,Rattus pococki,534.7590667
Rattus,Rattus arrogans,534.7590667
Rattus,Rattus exulans,534.7590667
Rattus,Rattus hainaldi,534.7590667
Rattus,Rattus mollicomulus,534.7590667
Rattus,Rattus satarae,534.7590667
Rattus,Rattus richardsoni,534.7590667
Rattus,Rattus vandeuseni,534.7590667
Rattus,Rattus omichlodes,534.7590667
Rattus,Rattus osgoodi,534.7590667
Rattus,Rattus verecundus,534.7590667
Rattus,Rattus nitidus,534.7590667
Rattus,Rattus losea,534.7590667
Rattus,Rattus baluensis,534.7590667
Rattus,Rattus tiomanicus,534.7590667
